benchmark,target_id,target_name,forget_items,retain_items,evaluation_items,unspecified_items,probe_types
RWKU,137,Patrick Stewart,4778,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,150,Kim Basinger,4798,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,112,John Ritter,4745,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,144,Faith Hill,4788,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,179,Elizabeth Hurley,4718,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,142,Jimmy Carter,4961,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,122,"Catherine, Princess of Wales",4769,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,37,Chuck Norris,4801,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,92,Larry Bird,4851,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,6,Cindy Crawford,4728,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,63,Dionne Warwick,4784,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,39,Linda Hamilton,4741,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,18,John D. Rockefeller,4809,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,126,Bobby Brown,4801,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,83,Rebel Wilson,4737,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,73,Emilio Estevez,4723,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,46,Raquel Welch,4763,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,164,Jude Law,4729,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,155,Sigourney Weaver,4758,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,160,Martin Short,4773,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,119,Lisa Marie Presley,4742,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,70,Vin Diesel,4771,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,9,Justin Bieber,4823,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,131,David Crosby,4813,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,43,Paul Simon,4865,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,181,Marc Anthony,4750,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,93,Johnny Cash,4860,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,166,Drew Barrymore,4748,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,47,Lenny Kravitz,4821,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,146,Dr. Dre,4830,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,123,Tyler Perry,4765,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,50,Ryan Seacrest,4725,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,200,Michael J. Fox,4793,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,59,Anderson Cooper,4783,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,28,Lil Wayne,4899,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,61,Tim Burton,4809,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,22,Jim Morrison,4883,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,172,Judy Garland,4907,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,134,Donald Sutherland,4731,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,149,Bill Murray,4787,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,105,Barbara Walters,4808,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,194,Meg Ryan,4759,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,15,Mark Cuban,4834,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,41,Sam Elliott,4747,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,161,Mila Kunis,4743,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,168,Hilary Duff,4770,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,80,Tony Blair,4935,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,79,Pamela Anderson,4766,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,38,Steven Seagal,4766,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,175,Kelsey Grammer,4748,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,118,Sarah Michelle Gellar,4755,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,191,Kylie Jenner,4797,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,91,Halle Berry,4814,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,106,LeBron James,4959,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,85,Ted Danson,4762,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,17,Mark Hamill,4761,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,74,Socrates,4745,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,141,J. K. Rowling,4785,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,99,RuPaul,4745,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,95,Bill Paxton,4737,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,36,Henry Kissinger,4892,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,154,Blake Lively,4737,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,13,Liza Minnelli,4786,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,165,Jason Momoa,4738,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,71,Dakota Fanning,4738,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,189,Liam Hemsworth,4732,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,97,Don Johnson,4769,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,7,Marie Osmond,4758,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,129,William Shatner,4915,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,94,Chevy Chase,4747,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,170,Bradley Cooper,4754,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,67,Hugh Laurie,4756,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,40,Danny Trejo,4762,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,147,Mariah Carey,4899,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,100,Matthew Perry,4738,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,111,Franklin D. Roosevelt,4929,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,62,Serena Williams,4879,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,77,Val Kilmer,4764,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,127,Richard Gere,4735,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,135,Dennis Quaid,4753,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,186,Steve McQueen,4886,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
RWKU,55,Jackie Chan,4777,0,0,0,fluency|forget_level1|forget_level2|forget_level3|forget_mia|intro|negative|negative_phi|neighbor_level1|neighbor_level2|pair|pair_phi|passage|positive|positive_phi|reject|reject_phi|retain_bbh|retain_mia|retain_mmlu|triviaqa|truthful
